id,name,description,category,muscles,muscles_secondary,equipment,images,difficulty,style
297,Hollow Hold,"<p>Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat.</p>",Abs,"[14, 6]",[],"[4, 7]",[],beginner,['mixed']
1634,Rope Pullover/row,Set up bench in front of cable row machine. Lean over bench to do a row/pullover with rope that targets lats. See picture.,Back,[12],[],[9],['https://wger.de/media/exercise-images/1634/9a4704d3-1b25-43e3-b244-3885f4d3db87.png'],beginner,['mixed']
1637,Single arm row,"Sitting on the ground, use a high cable in a single grip, to do lat pulldowns with a focus on a long stretch in the lats.",Back,[12],[],[9],['https://wger.de/media/exercise-images/1637/a1fbe83a-a3e5-49f6-a2c2-5d5b533c2be8.png'],beginner,['mixed']
1638,Barbell Clean and press,"This exercise involves lifting a barbell from the ground to the shoulders, then pressing it overhead. It is a compound movement that targets multiple muscle groups, including the legs, back, shoulders, and arms. It is often used in strength and conditioning programs to improve overall power and athleticism.",Shoulders,"[2, 4]",[],[3],['https://wger.de/media/exercise-images/1638/046c09b0-c35d-48d0-a552-39dd49f956d2.webp'],beginner,['mixed']
268,Good Mornings,,Legs,[11],[],[],"['https://wger.de/media/exercise-images/116/Good-mornings-2.png', 'https://wger.de/media/exercise-images/116/Good-mornings-1.png']",beginner,['mixed']
310,Incline Dumbbell Row,"<ol>
<li>Using a neutral grip, lean into an incline bench.</li>
<li>Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position.</li>
<li>Retract the shoulder blades and flex the elbows to row the dumbbells to your side.</li>
<li>Pause at the top of the motion, and then return to the starting position.</li>
</ol>",Back,[],[12],"[3, 9]",[],beginner,['mixed']
827,Front Plate Raise,"The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as part of an upper body or full-body circuit.
<ol><li>While standing straight, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended and locked with a slight bend at the elbows and the plate should be down near your waist in front of you as far as you can go. <b>Tip</b>: The arms will remain in this position throughout the exercise. This will be your starting position.</li><li>Slowly raise the plate as you exhale until it is a little above shoulder level. Hold the contraction for a second. As you inhale, slowly lower the plate back down to the starting position.</li><li>Repeat for the recommended amount of repetitions.</li></ol>",Shoulders,[2],[],[],[],beginner,['mixed']
365,Leg Curls (laying),"<p>Lay on a bench and put your calves behind the leg holder (better if they are hold on around the lower calves). Hold a grip on the bars to make sure the body is firmly in place. Bend your legs bringing the weight up, go slowly back. During the exercise the body should not move, all work is done by the legs.</p>",Legs,[11],[],[],"['https://wger.de/media/exercise-images/154/lying-leg-curl-machine-large-1.png', 'https://wger.de/media/exercise-images/154/lying-leg-curl-machine-large-2.png']",beginner,['mixed']
354,Lat Pull Down (Leaning Back),"<p>Lean Back, Pull into chest</p>",Back,[12],[],[],[],beginner,['mixed']
355,Lat Pull Down (Straight Back),<p>Pull bar down to strenum and keep straight back.</p>,Back,[12],[],[],[],beginner,['mixed']
366,Leg Curls (sitting),,Legs,[11],[],[],"['https://wger.de/media/exercise-images/117/seated-leg-curl-large-1.png', 'https://wger.de/media/exercise-images/117/seated-leg-curl-large-2.png']",beginner,['mixed']
349,"Lateral Rows on Cable, One Armed","<p>Set cable at waist height, start with arm across your belly and move han over and out too other side, one arm at the time.</p>",Shoulders,[2],[],[],"['https://wger.de/media/exercise-images/349/9d969203-9cb6-4d47-9c31-fef53bfe1de5.png', 'https://wger.de/media/exercise-images/349/8dc5ad63-a93a-496f-9473-ac414236e58d.png', 'https://wger.de/media/exercise-images/349/7359ab6a-72a4-4ed8-b7da-35d57aaa2199.png', 'https://wger.de/media/exercise-images/349/d74d171e-d39a-4c13-bbcd-6821bc94d424.png']",beginner,['mixed']
348,Lateral Raises,"This exercise works the deltoid muscle of the shoulder. The movement starts with the arms straight, and the hands holding weights at the sides or in front of the body. Body is in a slight forward-leaning position with hips and knees bent a little. Arms are kept straight or slightly bent, and raised through an arc of movement in the coronal plane that terminates when the hands are at approximately shoulder height. Weights are lowered to the starting position, completing one rep. When using a cable machine the individual stands with the coronal plane in line with the pulley, which is at or near the ground.[9] The exercise can be completed one shoulder at a time (with the other hand used to stabilize the body against the weight moved), or with both hands simultaneously if two parallel pulleys are available.",Shoulders,[2],[],[3],"['https://wger.de/media/exercise-images/148/lateral-dumbbell-raises-large-2.png', 'https://wger.de/media/exercise-images/148/lateral-dumbbell-raises-large-1.png']",beginner,['mixed']
902,Barbell Hip Thrust,"Sit on the ground with a bench behind you, bending your knees so your feet are planted on the ground and holding a barbell resting below your hips. If you have a padded bar, or anything you can slip in between the bar and your body, it will go a long way to making the exercise more comfortable.",Legs,[8],[],[1],[],beginner,['mixed']
916,Smith Press,"Sitting almost 90 degree angle, smith machine&nbsp;",Shoulders,[2],[],[9],[],beginner,['mixed']
314,Isometric Wipers,"<p>Assume push-up position, with hands slightly wider than shoulder width.</p>
<p>Shift body weight as far as possible to one side, allowing the elbow on that side to flex. </p>
<p>Reverse the motion, moving completely over to the other side.</p>
<p>Return to the starting position, and repeat for the desired number of repetitions.</p>",Chest,[4],[6],[7],[],beginner,['mixed']
364,Leg Curl,"The leg curl, also known as the hamstring curl, is an isolation exercise that targets the hamstring muscles. The exercise involves flexing the lower leg against resistance towards the buttocks. Other exercises that can be used to strengthen the hamstrings are the glute-ham raise and the deadlift.",Legs,"[11, 8]",[],[],['https://wger.de/media/exercise-images/364/b318dde9-f5f2-489f-940a-cd864affb9e3.png'],beginner,['mixed']
351,Lateral-to-Front Raises,"<p>-(1) Perform a lateral raise, pausing at the top of the lift (2).</p>
<p>-Instead of lowering the weight, bring it to the front of your body so that you appear to be at the top position of a front raise.  You will do this by using a Pec Fly motion, maintaining straight arms. (3)</p>
<p>-Now lower the weight to your quadriceps, or, in other words, lower the dumbbells as though you are completing a Front Raise repetition. (4)</p>
<p>-Reverse the motion:  Perform a front raise (5), at the apex of the lift use a Reverse Fly motion to position the weights at the top of a Lateral Raise (6), and finally, lower the weights until your palms are essentially touching the sides of your thighs (7).  THIS IS ONE REP.</p>
<p>(1) l  <em>front view  </em>(2) -l- <em> FV  </em>  (3) l-  <em>side view</em>   (4) l  <em>SV/FV</em>   (5) l-  <em>SV  </em> (6) -l-  <em>FV  </em>  (7)  l  <em>FV/SV</em></p>",Shoulders,"[2, 9]",[],[3],[],beginner,['mixed']
313,Incline Push up,<p>Regular push with a 30 degree incline.</p>,Chest,[4],[11],[],[],beginner,['mixed']
341,Squats on Multipress,,Legs,[10],[8],[],[],beginner,['mixed']
308,Incline Dumbbell Fly,"<p>Use inclined bench. Hold dumbbells straight out to your sides, elbows slightly bent. Bring arms together above you, keeping angle of elbows fixed.</p>",Chest,[4],[],"[3, 9]",[],beginner,['mixed']
320,Jumping Jacks,"<p>A jumping jack or star jump, also called side-straddle hop in the US military, is a physical jumping exercise performed by jumping to a position with the legs spread wide and the hands going overhead, sometimes in a clap, and then returning to a position with the feet together and the arms at the sides</p>",Legs,[10],[],[],[],beginner,['mixed']
312,Incline Plank With Alternate Floor Touch,"<p>Perform the plank with legs elevated, feet on a gymball. Once stabilised, slowly move one foot sideways off the ball, then make it touch the floor, then come back to starting position. Alternate with the other foot.</p>
<p>This is a core exercise.</p>",Abs,[6],[14],[],[],beginner,['mixed']
331,Kettlebell Swings,"<p>Hold the kettlebell securely in both hands. Keep your back flat throughout the move, avoiding any rounding of the spine.Keeping your knees ""soft"", hinge your hips backwards, letting the kettlebell swing between your knees.</p>
<p>You want to bend from the hips as far as you can <em>without letting your back round forwards</em>. Then, snap your hips forwards quickly and standing up straight, locking your body in an upright posture.</p>
<p>The speed you do this will cause your arms and the kettlebell to swing up in front of you. Don't try to <em>lift</em> the kettlebell with your arms. The snapping forwards of your hips will cause the kettlebell to swing forwards through momentum. Depending on the weight of the kettlebell and the speed of your hip movement, your arms will swing up to about shoulder height. At the top of this swing, let your hips hinge backwards again as the kettlebell swings back down to between your legs and the start of the next repetition.</p>",Legs,[8],[11],[10],[],beginner,['mixed']
346,Landmine press,,Shoulders,[2],"[4, 5]",[1],[],beginner,['mixed']
323,Cable Cross-over,"<p>Begin with cables at about shoulder height, one in each hand. Take a step forward so that one foot is in front of the other, for stability, and so that there is tension on the cables. Bring hands together in front of you. Try to make your hands overlap (so that the cables cross) a few inches.</p>",Chest,[4],[2],[],"['https://wger.de/media/exercise-images/71/Cable-crossover-2.png', 'https://wger.de/media/exercise-images/71/Cable-crossover-1.png']",beginner,['mixed']
319,Jogging,"<p>Get your shoes on, go outside and start running at a moderate pace.</p>",Cardio,[],[],[],[],beginner,['mixed']
380,Leverage Machine Iso Row,<p>Adjust seat height so that the handles are at the bottom of your pectorals or just below.</p>,Back,[12],[],[],[],beginner,['mixed']
395,"Long-Pulley, Narrow","<p>The exercise is the same as the regular long pulley, but with a narrow grip:</p>
<p>Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.</p>",Back,[12],"[1, 13]",[],[],beginner,['mixed']
427,Negative Crunches,"<p>Sit yourself on the decline bench and fix your legs. Cross your arms over the chest and bring with a rolling movement your upper body up, go now without a pause and with a slow movement down again. Don't let your head move during the exercise.</p>",Abs,[6],[],[],"['https://wger.de/media/exercise-images/93/Decline-crunch-1.png', 'https://wger.de/media/exercise-images/93/Decline-crunch-2.png']",beginner,['mixed']
418,Military Press mit SZ-Bar,"<p>On an SZ-bar grip your hands on the outside of each bend and stand with your arms straight down, palms facing your legs. Pull the bar (bending your arms at the elbow) to your chest, and the push the bar above your head (arms as straight as possible). Return the bar to your chest by dropping your arms at the elbows. Return the bar to it's origional position (stand with your arms straight down, palms facing your legs.)</p>",Shoulders,[],[],[2],['https://wger.de/media/exercise-images/418/fa2a2207-43cb-4dc0-bc2a-039e32544790.png'],beginner,['mixed']
386,Diamond push ups,,Chest,[4],[5],[7],[],beginner,['mixed']
378,"Leg Raises, Standing","<p>Put your forearms on the pads on the leg raise machine, the body is hanging freely. Lift now your legs with a fast movement as high as you can, make a short pause of 1sec at the top, and bring them down again. Make sure that during the exercise your body does not swing, only the legs should move.</p>",Abs,[6],[3],[],[],beginner,['mixed']
917,Straight Bar Cable Front Raise,"Back to cable tower, cable between legs, SZ Bar",Shoulders,[2],[],[2],[],beginner,['mixed']
379,Leverage Machine Chest Press,<p>Be sure to adjust seat height so that the handles are towards the bottom of your pectorals.</p>,Chest,[4],[],[],[],beginner,['mixed']
957,Quadriped Arm and Leg Raise,"In this exercise, the back muscles and the muscles of the back of the leg and back of the arm are activated by lifting the crossed arm and leg at the same time in the crawling position. It also improves balance and proprioception. The movement is done symmetrically.

1. Get into a crawling posture.2. Draw your abdomen in, then raise your right leg and left arm.3. You should keep your abdomen in for 8 seconds.4. After 8 seconds, slowly lower your arm and leg.5. Then release your muscle.
",Back,"[2, 8, 3, 9]",[12],[7],['https://wger.de/media/exercise-images/957/0fd94587-6021-4763-856e-7227f5fcba2a.png'],beginner,['mixed']
377,"Leg Raises, Lying",<p>Lay down on a bench and hold onto the recliner with your hands to keep you stable. Hold your legs straight and lift them till they make an angle of about 45°. Make a short pause of 1 sec. and go slowly down to the initial position. To increase the intensity you can make a longer pause of 7 sec. every 5th time.</p>,Abs,[6],[3],[4],"['https://wger.de/media/exercise-images/125/Leg-raises-2.png', 'https://wger.de/media/exercise-images/125/Leg-raises-1.png']",beginner,['mixed']
376,Leg Raise,"The leg raise is a strength training exercise which targets the iliopsoas (the anterior hip flexors). Because the abdominal muscles are used isometrically to stabilize the body during the motion, leg raises are also often used to strengthen the rectus abdominis muscle and the internal and external oblique muscles.",Legs,"[14, 6]",[],[],[],beginner,['mixed']
394,Long-Pulley (low Row),"Sit down, put your feet on the supporting points and grab the bar with a wide grip. Pull the weight with a rapid movement towards your belly button, not upper. Keep your arms and elbows during the movement close to your body. Your shoulders are pulled together. Let the weight slowly down till your arms are completely stretched.",Back,[12],"[1, 13]",[],"['https://wger.de/media/exercise-images/143/Cable-seated-rows-2.png', 'https://wger.de/media/exercise-images/143/Cable-seated-rows-1.png']",beginner,['mixed']
397,Low Box Squat - Wide Stance,"<p>Unrack the bar and set your stance wide, beyond your hips.  Push your hips back and sit down to a box that takes you below parallel.  Sit completely down, do not touch and go.  Then explosively stand up.  Stay tight in your upper back and torso throughout the movement.</p>",Legs,"[8, 10]",[],[1],[],beginner,['mixed']
